about,title,date_value,search_url,
105288,"Financial Services Bill: Consideration of Lords Amnd,Question put,Question accordingly negatived",10/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-10&endDate=2012-12-10&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services Bill 2012-12-10.txt
105289,"Financial Services Bill: Consideration of Lords Amnds,Amnd 60 proposed, Question put,Question accordingly negatived.",10/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-10&endDate=2012-12-10&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services Bill 2012-12-10.txt
105286,"That the draft Legal Aid, Sentencing and Punishment of Offenders Act 2012 (Amendment of Schedule 1) Order 2012, which was laid before this House on 29 October, be approved",05/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-05&endDate=2012-12-05&searchTerm=That the d&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105287,"That the draft Civil Legal Aid (Merits Criteria) Regulations 2012, which were laid before this House on 29 October, be approved",05/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-05&endDate=2012-12-05&searchTerm=That the d&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105280,Human Rights Act 1998 (Repeal): Motion for leave to bring in a Bill (Standing Order No. 23); Question accordingly negatived,04/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-04&endDate=2012-12-04&searchTerm=Human Righ&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Human Rights Act 1998 (Repeal) 2012-12-04.txt
105281,"Public Service Pensions Bill: Consideration of the Bill, as amended in the Public Bill Committee; New Clause NC3 That the Clause be read a second time; Question accordingly negatived",04/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-04&endDate=2012-12-04&searchTerm=Public Ser&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Service Pensions Bill 2012-12-04.txt
105282,"Public Service Pensions Bill: Consideration of the Bill, as amended in the Public Bill Committee;Amendment 10 proposed; Question accordingly negatived",04/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-04&endDate=2012-12-04&searchTerm=Public Ser&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Service Pensions Bill 2012-12-04.txt
105283,"Public Service Pensions Bill: Consideration of the Bill, as amended in the Public Bill Committee; That Amendment 29 be made; Question accordingly negatived",04/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-04&endDate=2012-12-04&searchTerm=Public Ser&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Service Pensions Bill 2012-12-04.txt
105284,"ublic Service Pensions Bill: Consideration of the Bill, as amended in the Public Bill Committee; That Amendment 16 ;Question accordingly agreed to",04/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-04&endDate=2012-12-04&searchTerm=ublic Serv&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Service Pensions Bill 2012-12-04.txt
105285,Public Service Pensions Bill: Third Reading That the Bill be now read the third time; Question accordingly agreed to,04/12/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-12-04&endDate=2012-12-04&searchTerm=Public Ser&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Service Pensions Bill 2012-12-04.txt
105279,"Prisons (Property) Bill: Consideration of the Bill, not amended in the PBC; Amd 2 proposed,Question put,Question accordingly negatived",30/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-30&endDate=2012-11-30&searchTerm=Prisons (P&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Prisons (Property) Bill 2012-11-30.txt
105277,"Backbench Business: (SO No. 14) Scotland and the Union, Motion made and Question proposed. Question put,Question accordingly negatived.",29/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-29&endDate=2012-11-29&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105278,Backbench Business: (SO No. 14) Scotland and the Union;Main Question put.Question accordingly agreed to.,29/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-29&endDate=2012-11-29&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105275,"Consolidation of Housing Regulations: Motion for leave to bring in a Bill (SO No 23) Motion made and Question proposed;Question put, Question accordingly negatived",28/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-28&endDate=2012-11-28&searchTerm=Consolidat&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105276,"Jobs and social security;Motion made and Question proposed;Question put, Question accordingly negatived.",28/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-28&endDate=2012-11-28&searchTerm=Jobs and s&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105274,"Small Charitable Donations Bill: Consideration of the Bill, as amended in the PBC;Question put, That the Clause be read a 2nd time;Question accordingly negatived.",26/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-26&endDate=2012-11-26&searchTerm=Small Char&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Jobs and Social Security 2012-11-28.txt
105273,"Draft Benefit Cap (Housing Benefit) Regulations 2012,  laid before this House on 16 July, be approved.(SI No. 41A) Question accordingly agreed to",21/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-21&endDate=2012-11-21&searchTerm=Draft Bene&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105269,"Opposition Day: Government handling of ash dieback disease; notes the spread of the disease, cuts in staff, urges committemt of reaourcrs to informa nsd deal with the disease; Question accordingly negatived",12/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-12&endDate=2012-11-12&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105270,"Opposition day: Fuel Duty: the cost of living is rising, not right to increase fuel duty by the planned 3 pence in January 2013; cancel this rise until next April; funded by clamping down on known tax avoidance schemes; Question negatived",12/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-12&endDate=2012-11-12&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105271,"Opposition day: Fuel Duty: Government has cut, cancelled and delayed fuel duty rises, ; cappd council tax/rail fares; welcomes the Government’s commitment to help with the cost of living; Question agreed to",12/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-12&endDate=2012-11-12&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105272,"Statutory Instruments: Motions for Approval; , That the draft Criminal Injuries Compensation Scheme 2012, which was laid before this House on 2 July, be approved; Question accordingly agreed to",12/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-12&endDate=2012-11-12&searchTerm=Statutory &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105268,"Backbench Business: Medium-term financial plan for HoC Admin and Savings Programme; proposals for income generation category be deferred for approval to a future date,",08/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-08&endDate=2012-11-08&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105265,Opposition Day Regional pay in the NHS;  calls on Govt to uphold the principle of national pay arrangements in the NHS; That the original words stand part of the Question; Question accordingly negatived,07/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-07&endDate=2012-11-07&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105266,"Opposition Day Regional pay in the NHS; amendment says the Agenda for Change pay system, introduced by the previous admin' in 2004, includes regional flexibilities; no change unless there is strong evidence and a rational case for proceeding; Q't agr",07/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-07&endDate=2012-11-07&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105267,"Opposition Day Criminal Injuries Compensation Scheme; the draft Criminal Injuries Compensation Scheme 2012, which was laid before this House on 2 July, should not be approved; Question accordingly negatived.",07/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-07&endDate=2012-11-07&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105264,"Banking Union and Economic Monetary Union Amendment calls on the Govt to ensure changes in voting rights in European Banking Authority are not adopted, to veto delegated  powers without an amendment of the treaties Question accordingly negatived",06/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-06&endDate=2012-11-06&searchTerm=Banking Un&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Banking Union and Economic and Monetary Union 2012-11-06.txt
105263,"Motion made and Question put, That the Growth and Infrastructure Bill be now read a second time Question accordingly agreed to and Bill read a second time.",05/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-05&endDate=2012-11-05&searchTerm=Motion mad&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105262,Motion to sit in private Question put forthwith (Standing Order No. 163).Question accordingly negatived,02/11/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-11-02&endDate=2012-11-02&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105260,Local Government Finance Bill: Consideration of Lords Amendments Lords Amendment 3 Amendment (a) Question accordingly negatived,31/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-31&endDate=2012-10-31&searchTerm=Local Gove&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Local Government Finance Bill 2012-10-31.txt
105261,"Multiannual Financial Framework: Motion Amendment  (a) proposed:, at line 9, leave out from ‘and’ to end and add 'so calls on the Government to strengthen its stance so that the next MFF is reduced in real terms' Question accordingly agreed to",31/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-31&endDate=2012-10-31&searchTerm=Multiannua&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Multiannual Financial Framework 2012-10-31.txt
105259,"Statutory Instruments: That the draft Welfare of Wild Animals in Travelling Circuses (England) Regulations 2012, which were laid before this House on 12 July, be approved.  Question accordingly agreed to",30/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-30&endDate=2012-10-30&searchTerm=Statutory &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105258,"Public Service Pensions Bill: Second Reading Motion made and Question put, That the Public Service Pensions Bill be now read a second time Question accordingly agreed to and Bill read a second time",29/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-29&endDate=2012-10-29&searchTerm=Public Ser&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Service Pensions Bill 2012-10-29.txt
105257,"Badger cull:notes the e-petition calls on the Government to stop the cull and implement the  both a vaccination programme for badgers and cattle, along with improved testing and biosecurity Question accordingly agreed to",25/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-25&endDate=2012-10-25&searchTerm=Badger cul&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Badger Cull 2012-10-25 (1).txt
105254,"Public Bodies: That the draft Housing Benefit (Amendment) Regulations 2012, which were laid before this House on 28 June, be approved Noes: 206. Question accordingly agreed to",24/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-24&endDate=2012-10-24&searchTerm=Public Bod&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105255,Opposition Day: Energy Market Reform; put all people over age 75 on lowest tariff and compel Big Six energy cos. to sell all their power into a pool and replace Ofgem with tough new regulator. Question accordingly negatived,24/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-24&endDate=2012-10-24&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105256,"Opposition Day: Policing; note worries over low turnout for pcc elections,cuts in police officers and reduction in memans to tackle crime; waste of money to have Nov. and not May elections.  Question accordingly negatived",24/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-24&endDate=2012-10-24&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105253,"Backbench Business (SO No. 14);Disbandment of the 2nd Battalion, the Royal Regiment of Fusiliers;Motion made and Question put;Question accordingly agreed to",18/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-18&endDate=2012-10-18&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105244,Public Bodies (Abolition of the Commission for Rural Communities) SO 41A,17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Public Bod&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105245,Sulphur Contents for Marine Fuels;EU document No Document No. 13016/11;Question accordingly agreed to,17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Sulphur Co&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105246,"Enterprise and Regulatory Reform Bill: Consideration of the Bill, PBC (2nd allocated day) Amendment 81 proposed,Question put,Question accordingly negatived.",17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105247,"Enterprise and Regulatory Reform Bill:Consideration of the Bill, PBC (2nd allocated day) Amd 82 proposed;Question put,Question accordingly negatived",17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105248,Enterprise and Regulatory Reform Bill:Question was put forthwith (SO No. 83E) That New Clause NC22 be read 2nd time;Question accordingly negatived.,17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105249,Enterprise and Regulatory Reform Bill:That Amd 76 be made;Question accordingly negatived,17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105250,"Enterprise and Regulatory Reform Bill: Amd 93 proposed;Question put,Question accordingly negatived",17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105251,Enterprise and Regulatory Reform Bill;Questions were put forthwith (SO No. 83E).Amd 56  made;Question accordingly negatived,17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105252,"Enterprise and Regulatory Reform Bill 3rd reading: Question put, That the Bill be now read the 3rd time;Question accordingly agreed to and Bill passed",17/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-17&endDate=2012-10-17&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-10-17.txt
105242,"Enterprise and Regulatory Reform Bill (Programme) (No. 2) Motion made and Question put, That the Order of 11 June 2012 (Enterprise and Regulatory Reform Bill (Programme)) be varied; Question accordingly agreed to",16/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-16&endDate=2012-10-16&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill (Programme) (No. 2) 2012-10-16.txt
105243,"Enterprise and Regulatory Reform Bill: Consideration of the Bill, as amended in the Public Bill Committee (1st allocated day) New Clause NC14 Question put, That the Clause be read a second time Question accordingly agreed to",16/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-16&endDate=2012-10-16&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill (Programme) (No. 2) 2012-10-16.txt
105313,"Enterprise and Regulatory Reform Bill: Consideration of the Bill, as amended in the Public Bill Committee (1st allocated day) New Clause NC12 Question put, That the Clause be read a second time Question accordingly agreed to",16/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-16&endDate=2012-10-16&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill (Programme) (No. 2) 2012-10-16.txt
105240,Infrastructure (Financial Assistance) Bill: Committee of the whole House Amendment 11 proposed; Question accordingly negatived,15/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-15&endDate=2012-10-15&searchTerm=Infrastruc&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Infrastructure (Financial Assistance) Bill 2012-10-15.txt
105241,Infrastructure (Financial Assistance) Bill: Committee of the whole House Amendment 7 proposed; Question accordingly negatived,15/10/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-10-15&endDate=2012-10-15&searchTerm=Infrastruc&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Infrastructure (Financial Assistance) Bill 2012-10-15.txt
105239,Motion to sit in private;Question put forthwith (Standing Order No. 163); Question accordingly negatived,14/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-14&endDate=2012-09-14&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105235,"Defamation Bill: Consideration of the Bill, as amended in the PBC; New Clause NC2 brought up, and read the first time;Question put, That the Clause be read a 2nd time;Question accordingly negatived.",12/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-12&endDate=2012-09-12&searchTerm=Defamation&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Defamation Bill 2012-09-12.txt
105236,Defamation Bill: Consideration of the Bill;Amd 7 proposed;Question put;Question accordingly negatived,12/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-12&endDate=2012-09-12&searchTerm=Defamation&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Defamation Bill 2012-09-12.txt
105237,"Defamation Bill: Consideration of the Bill;Amd 8 proposed;Question put, That the Amendment be made. Question accordingly negatived.",12/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-12&endDate=2012-09-12&searchTerm=Defamation&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Defamation Bill 2012-09-12.txt
105238,Social Security:Motion made and Question put forthwith;SO No. 118(6));That the draft Jobseeker’s Allowance (Sanctions) (Amendment) Regulations 2012 be approved;Question accordingly agreed to,12/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-12&endDate=2012-09-12&searchTerm=Social Sec&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105233,"Opp Day: Universal Credit and welfare reform;Motion made and Question put that the Universal Credit is late and over budget;that the project is so badly designed, and that the Govt publish the business case;Question accordingly negatived",11/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-11&endDate=2012-09-11&searchTerm=Opp Day: U&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105234,"Higher and further education fees and skillst;calls on the Government to change course and reduce tuition fees to £6,000. Question put, That the Question be now put. Question accordingly negatived.",11/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-11&endDate=2012-09-11&searchTerm=Higher and&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Higher and Further Education 2012-09-11.txt
105231,"European Union (Approval of Treaty Amendment Decision) Bill:Committee of Whole House New Clause NC1 brought up, and read the first time. That the Clause be read a second time; Question accordingly negatived",10/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-10&endDate=2012-09-10&searchTerm=European U&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,European Union (Approval of Treaty Amendment Decision) Bill [Lords] 2012-09-10.txt
105232,"European Union (Approval of Treaty Amendment Decision) Bill:Committee of Whole House New Clause NC3 brought up, and read the first time. That the Clause be read a second time; Question accordingly negatived",10/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-10&endDate=2012-09-10&searchTerm=European U&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,European Union (Approval of Treaty Amendment Decision) Bill [Lords] 2012-09-10.txt
105230,Motion: That this House do sit in private. Question accordingly negatived,07/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-07&endDate=2012-09-07&searchTerm=Motion: Th&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105227,"Opposition Day: rising cost of rail travel is adding financial pressures; calls on Government to restore 1% above inflation cap on fare rises for 2013/2014,  ban train operators from increasing fares above limit; Question negatived",05/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-05&endDate=2012-09-05&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105228,Oppostion Day: housing crisis calls for tax on bamkers' bonuses to finance more housebuilding; Question negatived,05/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-05&endDate=2012-09-05&searchTerm=Oppostion &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105229,Oppsition Day: notes higher housing starts; housing most affordable for 1st time buyers for decade; affordable housing will deliver 170k homes by 2015; welcomes steps taken to increase housebuilding; Question agreed to,05/09/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-09-05&endDate=2012-09-05&searchTerm=Oppsition &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105225,Opposition Day: National Health Service; Motion That this House regrets the growing gap between Ministers’ statements and what is happening in the NHS Question accordingly negatived,16/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-16&endDate=2012-07-16&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105226,Opposition Day: Adult social care Motion notes the growing crisis in adult social care; calls on the Government to honour the commitment in its 2010 NHS White Paper to introduce legislation Question accordingly negatived.,16/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-16&endDate=2012-07-16&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105224,Motion to sit in private; Question accordingly negatived,13/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-13&endDate=2012-07-13&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105223,"EU Budget 2013; Amendment that ""notes the UK’s position has been weakened by the Prime Minister’s failure to secure allies for a more prudent settlement; calls on Government to secure that Budget is reduced in real terms Question accordingly negative",12/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-12&endDate=2012-07-12&searchTerm=EU Budget &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105219,"Backbench Business Sittings of the House and September Sittings; Motion made and Question put, That no change be made to the time at which the House sits on a Tuesday; Question accordingly negatived",11/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-11&endDate=2012-07-11&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105220,"Backbench Business; Motion made, That this House should meet at 11.30 am on Tuesdays, with moment of interruption at 7.00 pm, the changes to Standing Orders set out in the table be made, with effect from Monday 15 October 2012; Question agreed to",11/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-11&endDate=2012-07-11&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105221,"Backbench Business Motion made, That this House should meet at 9.30 am on Thursdays, with a moment of interruption at 5.00 pm, the changes to Standing Orders set out in the table be made, with effect from Monday 15 October 2012. Question  agreed to",11/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-11&endDate=2012-07-11&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105222,"Backbench Business Motion made, That this House should sit on Tuesdays from 7.00 pm until 10.00 pm to consider Private Members’ Bills Question accordingly negatived",11/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-11&endDate=2012-07-11&searchTerm=Backbench &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105218,House of Lords Reform Bill: Second Reading Question accordingly agreed to and Bill read a second time,10/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-10&endDate=2012-07-10&searchTerm=House of L&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,House of Lords Reform Bill 2012-07-10.txt
105448,"Financial Services (Banking Reform) Bill: Further consideration of the Bill, as amended in the PBC (2nd allocated day). NC8 brought up, and read the first time. Question put, That the Clause be read a second time. Question accordingly negatived.
",09/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-09&endDate=2012-07-09&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105449,"Financial Services (Banking Reform) Bill: Further consideration of the Bill, as amended in the PBC (2nd allocated day). That New Clause NC10 be added to the Bill (Question on new Clause selected for separate decision). Question accordingly negatived.",09/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-09&endDate=2012-07-09&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105450,"Northern Ireland (Miscellaneous Provisions) Bill (Clauses 1 to 9): Cttee of the whole House. (In the Cttee). Clause 1 (Donations). Amendment 7 proposed. Question put, That the Amendment be made. Question accordingly negatived.
",09/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-09&endDate=2012-07-09&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105451,"Northern Ireland (Miscellaneous Provisions) Bill (Cl. 1 to 9): Cttee of the whole House. (In the Cttee). Clause 3 (MPs to be disqualified for membership of the Assembly). Amendment 10 proposed. Q. put, That the Amdt. be made. Q. accordingly negatived",09/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-09&endDate=2012-07-09&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105217,Motion to sit in private: Question accordingly negatived.,06/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-06&endDate=2012-07-06&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105215,"Motion Professional Standards in the Banking Industry the Government should commission an independent, forensic, judge-led public inquiry under the Inquiries Act 2005 Question accordingly negatived.",05/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-05&endDate=2012-07-05&searchTerm=Motion Pro&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105216,Motion Professional Standards in the Banking Industry (No. 2) a joint committee of the two Houses ought to be established into professional standards in the banking industry Question accordingly agreed to,05/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-05&endDate=2012-07-05&searchTerm=Motion Pro&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105213,"That the draft Police and Crime Commissioner Elections Order 2012, which was laid before this House on 15 May, be approved",04/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-04&endDate=2012-07-04&searchTerm=That the d&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105214,"That the draft Education (Amendment of the Curriculum Requirements for Fourth Key Stage) (England) Order 2012, which was laid before this House on 11 June, be approved",04/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-04&endDate=2012-07-04&searchTerm=That the d&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
